FLIGHT_ID,PASSENGERS,FREIGHT,MAIL
428,0,0,0
429,0,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,0,0,0
436,0,0,0
437,0,0,0
14585,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0,0,0
442,0,0,0
443,0,0,0
444,0,0,0
445,0,0,0
446,0,0,0
447,0,0,0
448,0,0,0
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0,0,0
463,0,0,0
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0,0,0
474,0,0,0
475,0,0,0
476,0,0,0
12832,0,0,0
477,0,0,0
478,0,0,0
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
10379,0,0,0
486,0,0,0
487,0,0,0
488,0,0,0
489,0,0,0
490,0,0,0
491,0,0,0
492,0,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
16226,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0
536,0,0,0
537,0,0,0
538,0,0,0
539,0,0,0
540,0,0,0
541,0,0,0
542,0,0,0
543,0,0,0
544,0,0,0
545,0,0,0
546,0,0,0
547,0,0,0
922,0,0,0
19886,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,0,0
562,0,0,0
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,0
569,0,0,0
570,0,0,0
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0
584,0,0,0
585,0,0,0
586,0,0,0
587,0,0,0
588,0,0,0
589,0,0,0
590,0,0,0
591,0,0,0
592,0,0,0
12982,0,0,0
593,0,0,0
594,0,0,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
19905,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,0,0,0
636,0,0,0
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
1317,0,0,0
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,0,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0
680,0,0,0
681,0,0,0
682,0,0,0
683,0,0,0
684,0,0,0
685,0,0,0
686,0,0,0
687,0,0,0
8899,0,0,0
688,0,0,0
689,0,0,0
690,0,0,0
691,0,0,0
692,0,0,0
693,0,0,0
694,0,0,0
695,0,0,0
696,0,0,0
15138,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
19271,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,0
732,0,0,0
733,0,0,0
19837,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
19190,0,0,0
748,0,0,0
749,0,0,0
19870,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0,0,0
754,0,0,0
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,0,0
782,0,0,0
783,0,0,0
784,0,0,0
785,0,0,0
786,0,0,0
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,0,0,0
796,0,0,0
797,0,0,0
798,0,0,0
799,0,0,0
800,0,0,0
801,0,0,0
802,0,0,0
803,0,0,0
804,0,0,0
805,0,0,0
806,0,0,0
19480,0,0,0
807,0,0,0
808,0,0,0
19921,0,0,0
807,0,0,0
808,0,0,0
19921,0,0,0
809,0,0,0
19920,0,0,0
810,0,0,0
811,0,0,0
812,0,0,0
813,0,0,0
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
820,0,0,0
821,0,0,0
822,0,0,0
2889,0,0,0
823,0,0,0
824,0,0,0
825,0,0,0
826,0,0,0
827,0,0,0
828,0,0,8
829,0,0,11
3423,0,0,11
830,0,0,11
831,0,0,13
832,0,0,14
833,0,0,15
834,0,0,38
835,0,0,50
836,0,0,57
837,0,0,59
838,0,0,98
839,0,0,105
840,0,0,107
841,0,0,124
842,0,0,131
843,0,0,132
844,0,0,193
845,0,0,200
4416,0,0,200
4436,0,0,200
846,0,0,203
847,0,0,206
848,0,0,207
849,0,0,214
850,0,0,228
851,0,0,234
852,0,0,271
853,0,0,293
865,0,0,293
854,0,0,377
855,0,0,382
856,0,0,600
857,0,0,614
858,0,0,629
859,0,0,741
920,0,0,741
860,0,0,802
861,0,0,850
862,0,0,930
863,0,0,936
864,0,0,1164
853,0,0,1319
865,0,0,1319
866,0,0,2807
3662,0,0,2807
867,0,0,3305
9690,0,0,3305
868,0,0,3441
869,0,0,8014
9524,0,0,8014
870,0,0,21300
871,0,0,29086
9495,0,0,29086
872,0,0,155157
873,0,1,0
874,0,1,0
875,0,1,0
876,0,1,0
877,0,1,0
878,0,2,0
879,0,2,175
880,0,3,0
881,0,3,0
882,0,3,0
883,0,3,63
884,0,4,0
885,0,4,0
886,0,4,18
887,0,6,0
888,0,6,0
889,0,6,240
890,0,9,0
891,0,10,0
892,0,10,261
893,0,12,0
894,0,15,0
895,0,15,0
896,0,15,51
897,0,17,0
5854,0,17,0
898,0,18,1622
899,0,19,0
900,0,20,0
901,0,24,2750
902,0,27,67
903,0,30,0
904,0,33,0
905,0,34,0
906,0,35,0
907,0,35,0
908,0,35,250
909,0,36,0
910,0,37,0
1263,0,37,0
911,0,39,2774
1264,0,39,2774
6316,0,39,2774
912,0,46,486
1268,0,46,486
913,0,52,0
914,0,55,0
915,0,56,0
916,0,61,0
917,0,62,0
918,0,64,85
919,0,70,0
4022,0,70,0
859,0,78,2068
920,0,78,2068
921,0,80,0
547,0,81,0
922,0,81,0
19886,0,81,0
923,0,84,0
924,0,84,449
925,0,90,0
926,0,90,0
927,0,90,43
928,0,91,0
929,0,94,0
930,0,95,0
931,0,95,11506
932,0,96,0
933,0,98,0
934,0,123,0
935,0,125,0
6192,0,125,0
936,0,128,0
937,0,130,0
938,0,135,0
939,0,149,0
940,0,150,0
941,0,150,0
942,0,154,4859
943,0,155,0
944,0,155,0
945,0,159,0
946,0,165,50
7519,0,165,50
947,0,177,47
948,0,194,0
949,0,194,388
950,0,196,0
19783,0,196,0
951,0,199,542
7731,0,199,542
952,0,223,3127
1598,0,223,3127
953,0,240,0
6591,0,240,0
954,0,248,0
955,0,250,0
956,0,264,0
957,0,264,3016
958,0,274,0
959,0,276,0
960,0,279,860
19548,0,279,860
961,0,285,230
962,0,285,1322
5984,0,285,1322
963,0,290,0
964,0,297,36
965,0,300,0
19891,0,300,0
966,0,303,0
3704,0,303,0
5956,0,303,0
967,0,303,14794
968,0,306,1264
969,0,311,474
19893,0,311,474
970,0,315,0
13626,0,315,0
971,0,339,0
972,0,363,0
973,0,365,26828
974,0,366,0
975,0,366,0
976,0,385,0
977,0,388,0
978,0,403,1523
979,0,410,0
980,0,440,0
981,0,440,0
982,0,448,0
983,0,459,348
984,0,470,0
985,0,471,0
986,0,473,0
987,0,475,0
988,0,475,0
989,0,480,0
990,0,498,0
991,0,498,0
992,0,525,0
993,0,537,0
994,0,544,0
5796,0,544,0
995,0,553,2259
996,0,554,680
1385,0,554,680
997,0,574,0
998,0,579,1638
5323,0,579,1638
999,0,583,0
1000,0,620,0
8080,0,620,0
1001,0,620,0
1002,0,640,0
1003,0,652,0
1004,0,655,0
6771,0,655,0
1005,0,662,0
1006,0,667,0
1007,0,672,0
1008,0,673,0
1009,0,706,0
1010,0,745,0
6595,0,745,0
1011,0,752,1173
1012,0,766,788253
1013,0,768,0
1014,0,773,1529
1015,0,778,0
1016,0,790,3305
9562,0,790,3305
1017,0,799,0
1018,0,804,0
4449,0,804,0
1019,0,818,0
1020,0,820,0
1021,0,825,1803
1022,0,826,930
1023,0,857,0
1024,0,900,0
1025,0,900,0
1026,0,934,0
1027,0,935,0
1028,0,942,0
19033,0,942,0
1029,0,948,0
1030,0,958,0
1031,0,965,0
1032,0,967,0
1033,0,983,396
1034,0,985,0
1035,0,997,0
1036,0,1000,0
1037,0,1014,0
1038,0,1030,888
1039,0,1063,0
1520,0,1063,0
1040,0,1071,0
1041,0,1080,0
1042,0,1089,14228
1043,0,1096,0
1044,0,1132,0
1045,0,1137,274785
1046,0,1180,907
3653,0,1180,907
4036,0,1180,907
1047,0,1197,0
1048,0,1215,0
2654,0,1215,0
1049,0,1228,0
1050,0,1244,0
1051,0,1252,0
8429,0,1252,0
1052,0,1307,0
1053,0,1307,0
1054,0,1330,0
4258,0,1330,0
1055,0,1334,0
1056,0,1336,0
1057,0,1360,0
1058,0,1372,0
1059,0,1392,0
1060,0,1401,0
1061,0,1430,0
1062,0,1451,7727
1063,0,1469,961
1064,0,1488,3642
1065,0,1500,0
1066,0,1500,0
1067,0,1531,0
1068,0,1559,0
1069,0,1581,0
1070,0,1596,0
1071,0,1637,0
1072,0,1655,0
1073,0,1690,0
1074,0,1698,0
5888,0,1698,0
1075,0,1704,0
1076,0,1730,0
1077,0,1741,1478
1078,0,1744,0
1079,0,1789,10811
1080,0,1802,0
1081,0,1825,0
1082,0,1846,0
1083,0,1861,0
1084,0,1862,0
1085,0,1918,0
1086,0,1944,0
1087,0,1949,0
1088,0,1958,1543
1089,0,1967,197
1090,0,1972,0
1091,0,1990,0
1092,0,1996,0
1093,0,2018,0
8173,0,2018,0
1094,0,2022,0
1095,0,2031,0
11137,0,2031,0
1096,0,2034,1042
3675,0,2034,1042
1097,0,2042,0
1098,0,2079,0
3762,0,2079,0
1099,0,2079,0
1100,0,2110,373
1101,0,2128,0
1102,0,2154,0
1103,0,2203,1753
7666,0,2203,1753
1104,0,2215,523
10592,0,2215,523
1105,0,2220,0
1106,0,2240,746
1107,0,2264,0
1108,0,2264,0
1109,0,2319,0
7046,0,2319,0
1110,0,2330,0
1111,0,2341,0
1112,0,2368,15489
1113,0,2370,0
1114,0,2385,0
1115,0,2385,0
1116,0,2385,0
1117,0,2385,0
1118,0,2400,0
1119,0,2414,0
1120,0,2461,0
1121,0,2466,0
1122,0,2490,0
1123,0,2511,0
1124,0,2511,0
1125,0,2516,0
1126,0,2521,0
1127,0,2532,5246
1128,0,2554,0
1129,0,2567,0
1130,0,2568,0
1131,0,2569,0
1132,0,2643,0
1133,0,2672,0
8145,0,2672,0
1134,0,2677,5439
1135,0,2688,0
1136,0,2689,0
1137,0,2704,9913
6677,0,2704,9913
1138,0,2708,0
1139,0,2729,86427
1140,0,2804,4655
8296,0,2804,4655
1141,0,2810,0
1142,0,2814,0
1143,0,2835,0
1144,0,2861,1667
1145,0,2871,2472
1146,0,2882,0
1147,0,2908,0
1148,0,2961,8284
1149,0,2980,1711
1150,0,3044,0
1151,0,3098,12997
1152,0,3107,33433
1153,0,3131,6012
1154,0,3145,0
1155,0,3175,0
1156,0,3177,0
1157,0,3200,0
6235,0,3200,0
1158,0,3221,0
1159,0,3232,0
1160,0,3267,0
1161,0,3296,0
8164,0,3296,0
1162,0,3320,0
1163,0,3331,0
1164,0,3430,10390
1165,0,3452,0
1166,0,3460,0
1167,0,3480,0
1168,0,3498,0
1169,0,3510,3343
1170,0,3519,0
1171,0,3552,2770
1172,0,3575,12020
1173,0,3578,0
1174,0,3600,0
1175,0,3615,0
1176,0,3627,9081
1177,0,3635,0
1178,0,3642,0
1179,0,3662,14931
9414,0,3662,14931
1180,0,3664,0
2174,0,3664,0
1181,0,3691,0
1182,0,3714,0
1183,0,3776,12717
1184,0,3789,0
1185,0,3795,0
1186,0,3834,0
1187,0,3845,0
1188,0,3956,5681
1189,0,3973,0
1190,0,3980,0
1191,0,3993,0
1192,0,4000,0
1193,0,4001,14579
1194,0,4008,0
1195,0,4024,10621
1196,0,4030,0
1197,0,4043,0
1198,0,4043,0
1199,0,4111,0
1200,0,4121,0
1201,0,4180,0
1202,0,4200,0
1203,0,4210,16487
1204,0,4225,5811
1205,0,4229,0
1206,0,4235,0
1207,0,4239,0
1208,0,4255,0
19610,0,4255,0
1209,0,4279,1637
1210,0,4359,0
1211,0,4400,0
1502,0,4400,0
4614,0,4400,0
1212,0,4435,0
1213,0,4445,0
1214,0,4450,0
1215,0,4482,0
1216,0,4580,0
1217,0,4598,0
1218,0,4630,0
1219,0,4630,0
1220,0,4651,0
1221,0,4676,0
2223,0,4676,0
1222,0,4732,2150
1223,0,4734,3345
1224,0,4789,0
1225,0,4831,41647
1226,0,4979,0
1227,0,4995,0
1228,0,5000,0
1229,0,5005,0
1230,0,5046,0
1231,0,5048,22665
1232,0,5090,0
1233,0,5133,97
10857,0,5133,97
1234,0,5144,0
1235,0,5149,0
1236,0,5166,0
10985,0,5166,0
1237,0,5167,39887
1238,0,5220,0
1239,0,5222,0
1240,0,5250,0
1241,0,5264,0
1242,0,5295,0
1424,0,5295,0
8670,0,5295,0
1243,0,5350,0
1244,0,5353,0
2352,0,5353,0
1245,0,5392,0
1246,0,5422,0
1247,0,5459,17074
1248,0,5620,0
1249,0,5637,25650
1250,0,5645,0
1251,0,5660,0
1252,0,5711,0
1253,0,5711,0
1254,0,5728,0
1255,0,5733,0
1256,0,5830,0
1257,0,5836,0
11040,0,5836,0
1258,0,5849,6961
1259,0,5893,0
2702,0,5893,0
1260,0,5900,0
1261,0,5949,0
1262,0,5958,0
910,0,5979,0
1263,0,5979,0
911,0,5987,0
1264,0,5987,0
6316,0,5987,0
1265,0,6038,127520
1266,0,6107,2788
1267,0,6213,0
2251,0,6213,0
912,0,6214,17183
1268,0,6214,17183
1269,0,6226,0
1270,0,6226,0
1271,0,6362,0
1272,0,6372,7624
1273,0,6378,0
1274,0,6384,16516
6675,0,6384,16516
1275,0,6396,0
3308,0,6396,0
1276,0,6414,38224
1277,0,6420,0
1278,0,6430,0
1279,0,6439,15905
1280,0,6441,256575
1281,0,6475,0
1282,0,6570,0
1283,0,6592,0
1284,0,6650,30348
1285,0,6765,15372
11975,0,6765,15372
1286,0,6796,0
1287,0,6805,0
1288,0,6823,0
4431,0,6823,0
1289,0,6875,0
1290,0,6886,0
1291,0,6893,21248
1292,0,6897,0
1293,0,6908,509
8840,0,6908,509
1294,0,6919,0
1295,0,6925,0
1296,0,6925,0
15082,0,6925,0
1297,0,6938,0
1298,0,6979,0
1299,0,6981,0
1300,0,6990,0
1301,0,7001,0
1302,0,7008,0
1303,0,7010,0
1304,0,7013,3625
1305,0,7026,6859
1306,0,7035,0
1307,0,7035,10200
1308,0,7059,0
1309,0,7064,0
1310,0,7079,0
1311,0,7094,0
1312,0,7147,0
19820,0,7147,0
1313,0,7174,0
1314,0,7189,0
1315,0,7229,0
1316,0,7230,0
640,0,7251,0
1317,0,7251,0
1318,0,7311,0
1319,0,7341,0
2391,0,7341,0
1320,0,7397,0
1321,0,7441,0
1322,0,7523,0
1323,0,7538,15995
1324,0,7575,17111
1325,0,7656,0
1326,0,7660,0
1327,0,7661,21304
1328,0,7723,0
1779,0,7723,0
1329,0,7808,21414
1330,0,7877,0
1331,0,7888,0
1332,0,7921,0
1333,0,7936,9933
8688,0,7936,9933
1334,0,8120,0
1335,0,8229,0
1336,0,8271,39114
1337,0,8297,0
1338,0,8365,36242
1339,0,8380,0
1340,0,8470,0
1341,0,8527,0
1342,0,8580,0
1343,0,8586,0
1344,0,8592,0
1345,0,8680,0
1346,0,8689,0
1347,0,8726,0
3692,0,8726,0
1348,0,8737,0
1797,0,8737,0
1349,0,8802,0
1350,0,8833,0
1351,0,8872,0
1352,0,8912,0
1353,0,8921,6689
13326,0,8921,6689
1354,0,8955,0
1355,0,9020,0
1356,0,9035,69330
11934,0,9035,69330
1357,0,9040,1213
7594,0,9040,1213
1358,0,9042,0
1359,0,9086,0
1360,0,9133,0
1361,0,9133,19820
1362,0,9169,0
1363,0,9195,700
1364,0,9195,22556
1365,0,9212,883
7888,0,9212,883
1366,0,9219,0
1367,0,9226,0
15609,0,9226,0
15642,0,9226,0
1368,0,9255,0
1369,0,9276,0
1370,0,9301,0
1371,0,9322,0
1372,0,9350,0
1373,0,9364,0
6348,0,9364,0
8369,0,9364,0
1374,0,9369,0
1375,0,9393,392
19854,0,9393,392
1376,0,9441,0
8910,0,9441,0
1377,0,9525,0
1378,0,9630,35398
7613,0,9630,35398
1379,0,9662,24163
1380,0,9706,0
1381,0,9763,9145
1382,0,9764,0
1383,0,9778,2085
5330,0,9778,2085
1384,0,9782,0
996,0,9845,15290
1385,0,9845,15290
1386,0,9992,0
1387,0,10026,0
1388,0,10082,16956
1389,0,10092,0
1390,0,10096,2064
16109,0,10096,2064
1391,0,10126,0
1392,0,10145,0
1393,0,10172,0
1394,0,10176,0
1395,0,10303,2868
19883,0,10303,2868
1396,0,10346,0
1397,0,10348,0
1398,0,10389,0
1399,0,10390,16917
1400,0,10506,0
1401,0,10511,28767
1402,0,10780,0
1403,0,10817,0
1404,0,10994,9563
1405,0,11000,0
1406,0,11064,0
1407,0,11080,0
1408,0,11110,0
1409,0,11131,0
1410,0,11272,0
1411,0,11290,0
1412,0,11344,11958
1413,0,11377,0
1414,0,11411,0
1415,0,11424,0
1416,0,11561,0
1417,0,11637,0
1418,0,11653,0
1419,0,11688,4430
1420,0,11786,0
1421,0,11796,0
1422,0,11813,0
1423,0,11831,0
1242,0,11838,6914
1424,0,11838,6914
8670,0,11838,6914
1425,0,11846,0
1426,0,11848,0
1427,0,11915,0
1428,0,12000,0
1429,0,12052,0
