FLIGHT_ID,AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DISTANCE,DISTANCE_GROUP,YEAR,QUARTER,MONTH,CLASS
380,20207,14524,10529,393,1,2025,1,1,L
381,20201,16091,10819,395,1,2025,1,1,P
382,19977,10721,11278,399,1,2025,1,1,F
383,21492,13930,13198,403,1,2025,1,1,L
384,21635,13461,13232,404,1,2025,1,1,L
385,20405,10397,13204,404,1,2025,1,1,L
386,20405,13204,10397,404,1,2025,1,1,L
387,20405,13204,10397,404,1,2025,1,1,P
388,19977,13204,10397,404,1,2025,1,1,F
389,20201,10171,13061,405,1,2025,1,1,P
390,20046,10821,11267,406,1,2025,1,1,L
391,20046,11267,14524,408,1,2025,1,1,L
392,21635,11027,13461,413,1,2025,1,1,L
393,20207,10868,12882,413,1,2025,1,1,L
394,22085,13244,11726,414,1,2025,1,1,L
395,20046,11267,11003,415,1,2025,1,1,L
396,21635,13461,13930,418,1,2025,1,1,L
397,21635,13930,13461,418,1,2025,1,1,L
398,19977,14057,13486,418,1,2025,1,1,F
399,20046,15481,11996,418,1,2025,1,1,L
400,20452,11066,13931,421,1,2025,1,1,F
401,20100,12892,13587,422,1,2025,1,1,P
402,22085,15074,10185,423,1,2025,1,1,L
403,20445,10257,13931,424,1,2025,1,1,F
404,22085,13342,13871,426,1,2025,1,1,L
405,20046,10408,10409,428,1,2025,1,1,L
406,20046,10409,10408,428,1,2025,1,1,L
407,20445,13422,15412,430,1,2025,1,1,F
408,20046,13342,14122,431,1,2025,1,1,L
409,21635,12375,13461,433,1,2025,1,1,L
410,20405,12917,10397,434,1,2025,1,1,P
411,20046,11111,11267,435,1,2025,1,1,L
412,20046,11267,11111,435,1,2025,1,1,L
413,19977,11298,13495,447,1,2025,1,1,F
414,21635,14802,13461,449,1,2025,1,1,L
415,22085,12197,14492,451,1,2025,1,1,L
416,22085,11067,13290,452,1,2025,1,1,L
417,21635,10557,14730,452,1,2025,1,1,L
418,19977,10785,14122,454,1,2025,1,1,F
419,20452,10785,14122,454,1,2025,1,1,F
420,21635,13898,11481,455,1,2025,1,1,L
421,20046,12007,15370,456,1,2025,1,1,L
422,22085,11298,12206,461,1,2025,1,1,L
423,20046,11267,13244,461,1,2025,1,1,L
424,20046,14524,14730,463,1,2025,1,1,L
425,19977,11057,13204,468,1,2025,1,1,F
426,20046,15167,11066,469,1,2025,1,1,L
427,22085,13029,13232,473,1,2025,1,1,L
428,21652,12211,14530,474,1,2025,1,1,L
429,20046,13930,10792,474,1,2025,1,1,L
430,20046,11267,15096,475,1,2025,1,1,L
431,20046,15096,11267,475,1,2025,1,1,L
432,19977,14831,14489,477,1,2025,1,1,F
433,20046,11267,15481,480,1,2025,1,1,L
434,21635,14107,14530,483,1,2025,1,1,L
435,20452,10785,11042,489,1,2025,1,1,F
436,20452,12339,14492,489,1,2025,1,1,F
437,20207,14492,12244,490,1,2025,1,1,L
438,20272,14004,15041,491,1,2025,1,1,L
439,20405,14730,10792,494,1,2025,1,1,P
440,20405,15153,13204,499,1,2025,1,1,L
441,20046,16091,15167,500,2,2025,1,1,L
442,20207,10397,14635,515,2,2025,1,1,L
443,19977,13931,10397,516,2,2025,1,1,F
444,20046,13290,13342,528,2,2025,1,1,L
445,22085,14696,11726,529,2,2025,1,1,L
446,20201,16091,14025,532,2,2025,1,1,P
447,20207,14492,10529,532,2,2025,1,1,L
448,20207,11066,12244,533,2,2025,1,1,L
449,20046,11267,11618,533,2,2025,1,1,L
450,20046,11618,11267,533,2,2025,1,1,L
451,19977,15370,13495,538,2,2025,1,1,F
452,20046,13342,14711,538,2,2025,1,1,L
453,20046,14711,13342,538,2,2025,1,1,L
454,20046,12348,15481,540,2,2025,1,1,L
455,19977,15016,11298,550,2,2025,1,1,F
456,20207,10529,11066,550,2,2025,1,1,L
457,19977,14107,11109,551,2,2025,1,1,F
458,22085,10185,11726,554,2,2025,1,1,L
459,21635,15016,14122,554,2,2025,1,1,L
460,20046,13342,13244,557,2,2025,1,1,L
461,21635,11123,11057,560,2,2025,1,1,L
462,20046,13232,12348,562,2,2025,1,1,L
463,21635,10685,11057,567,2,2025,1,1,L
464,21635,11057,10685,567,2,2025,1,1,L
465,20452,10792,15412,567,2,2025,1,1,F
466,20046,12945,15096,568,2,2025,1,1,L
467,19977,14831,14057,569,2,2025,1,1,F
468,19977,14635,13495,570,2,2025,1,1,F
469,20046,11267,13487,574,2,2025,1,1,L
470,20046,13487,11267,574,2,2025,1,1,L
471,21635,11057,15016,575,2,2025,1,1,L
472,20207,14492,12882,576,2,2025,1,1,L
473,20046,10478,12348,579,2,2025,1,1,L
474,20452,11624,10994,584,2,2025,1,1,F
475,22085,10185,13290,587,2,2025,1,1,L
476,20207,12244,12544,587,2,2025,1,1,L
477,21635,12264,13930,588,2,2025,1,1,L
478,21635,13930,12264,588,2,2025,1,1,L
479,22085,14761,14574,594,2,2025,1,1,L
480,20201,10685,12119,595,2,2025,1,1,P
481,22085,15096,13342,597,2,2025,1,1,L
482,20046,13342,15096,597,2,2025,1,1,L
483,20046,15096,13342,597,2,2025,1,1,L
484,20046,15481,13342,597,2,2025,1,1,L
485,20207,10529,12323,600,2,2025,1,1,L
486,21635,14107,11292,602,2,2025,1,1,L
487,20445,11973,13851,603,2,2025,1,1,F
488,20046,15919,11267,603,2,2025,1,1,L
489,19977,11618,11986,605,2,2025,1,1,F
490,20452,14574,10785,608,2,2025,1,1,F
491,20046,12264,13342,611,2,2025,1,1,L
492,20046,13342,12264,611,2,2025,1,1,L
493,19977,15304,10693,612,2,2025,1,1,F
494,19977,10693,13204,616,2,2025,1,1,F
495,20046,11996,11111,616,2,2025,1,1,L
496,20445,11996,14576,618,2,2025,1,1,F
497,20445,12448,12206,620,2,2025,1,1,F
498,20046,11267,10478,620,2,2025,1,1,L
499,21635,14831,14107,621,2,2025,1,1,L
500,21635,13871,13461,624,2,2025,1,1,L
501,20207,13204,13139,625,2,2025,1,1,L
502,19977,13487,11066,626,2,2025,1,1,F
503,19977,14869,14679,626,2,2025,1,1,F
504,19977,10994,11618,628,2,2025,1,1,F
505,20445,10994,10434,629,2,2025,1,1,F
506,21635,11259,13461,629,2,2025,1,1,L
507,20046,13342,15370,631,2,2025,1,1,L
508,21492,11066,13198,632,2,2025,1,1,L
509,21492,13198,11066,632,2,2025,1,1,L
510,21635,11057,11697,632,2,2025,1,1,L
511,20046,12945,15370,635,2,2025,1,1,L
512,21635,11298,13461,637,2,2025,1,1,L
513,19977,14027,14492,638,2,2025,1,1,F
514,21635,14877,13461,641,2,2025,1,1,L
515,20046,10821,13342,641,2,2025,1,1,L
516,20046,13342,10821,641,2,2025,1,1,L
517,21635,14524,13930,642,2,2025,1,1,L
518,19977,15412,12953,647,2,2025,1,1,F
519,19977,12264,14512,651,2,2025,1,1,F
520,20046,11267,15249,655,2,2025,1,1,L
521,20046,15249,11267,655,2,2025,1,1,L
522,19977,14747,10620,664,2,2025,1,1,F
523,20207,13139,12882,664,2,2025,1,1,L
524,20445,15370,15412,666,2,2025,1,1,F
525,20046,10216,13342,668,2,2025,1,1,L
526,22085,10397,13342,669,2,2025,1,1,L
527,22085,13342,10397,669,2,2025,1,1,L
528,21652,13495,13898,672,2,2025,1,1,L
529,19977,11697,13495,674,2,2025,1,1,F
530,20046,11123,14711,674,2,2025,1,1,L
531,19977,13303,13495,675,2,2025,1,1,F
532,20046,15370,11150,675,2,2025,1,1,L
533,20046,13342,15074,677,2,2025,1,1,L
534,20046,15074,13342,677,2,2025,1,1,L
535,22085,11066,11726,686,2,2025,1,1,L
536,20046,15249,11834,687,2,2025,1,1,L
537,20445,12896,12448,688,2,2025,1,1,F
538,19977,14869,14747,689,2,2025,1,1,F
539,21652,10559,14869,692,2,2025,1,1,L
540,21652,10397,12191,696,2,2025,1,1,L
541,19977,14492,13303,700,2,2025,1,1,F
542,20207,13303,14492,700,2,2025,1,1,L
543,20207,14492,13303,700,2,2025,1,1,L
544,20046,14696,10478,701,2,2025,1,1,L
545,20445,13203,12266,716,2,2025,1,1,F
546,20405,14730,13204,719,2,2025,1,1,L
547,19977,13930,11618,719,2,2025,1,1,F
548,21652,14685,15167,720,2,2025,1,1,L
549,21635,10136,14107,720,2,2025,1,1,L
550,20445,10257,15412,725,2,2025,1,1,F
551,20445,15412,10257,725,2,2025,1,1,F
552,20046,11618,13342,725,2,2025,1,1,L
553,22085,12339,10529,729,2,2025,1,1,L
554,21635,14730,11298,733,2,2025,1,1,L
555,20046,13851,13342,736,2,2025,1,1,L
556,21635,12197,14320,738,2,2025,1,1,L
557,21635,14320,12197,738,2,2025,1,1,L
558,19977,11503,14679,745,2,2025,1,1,F
559,20201,12119,13244,746,2,2025,1,1,P
560,22085,11618,10397,746,2,2025,1,1,L
561,20046,11267,15074,747,2,2025,1,1,L
562,22085,10713,10466,749,2,2025,1,1,L
563,22085,10713,14679,749,2,2025,1,1,L
564,20445,12266,13029,753,2,2025,1,1,F
565,20445,13029,12266,753,2,2025,1,1,F
566,21635,15167,13461,753,2,2025,1,1,L
567,20452,11066,15370,754,2,2025,1,1,F
568,20405,11193,13204,757,2,2025,1,1,P
569,20445,10434,12217,759,2,2025,1,1,F
570,20201,16091,11308,760,2,2025,1,1,P
571,22085,13244,12206,760,2,2025,1,1,L
572,20201,13244,13061,762,2,2025,1,1,P
573,19977,10397,12953,762,2,2025,1,1,F
574,20445,14321,11267,763,2,2025,1,1,F
575,22085,11067,12197,769,2,2025,1,1,L
