AIRPORT_ID,AIRPORT_SEQ_ID,CITY_MARKET_ID,AIRPORT_CODE,CITY_NAME,STATE_ABR,STATE_FIPS,STATE_NM,WAC
15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,"New Jersey",21
15171,1517102,35171,TEK,"Tatitlek, AK",AK,2,Alaska,1
15177,1517702,35177,TEX,"Telluride, CO",CO,8,Colorado,82
15211,1521102,33851,TIK,"Oklahoma City, OK",OK,40,Oklahoma,73
15215,1521503,35215,TIQ,"Tinian, TT",TT,75,"U.S. Pacific Trust Territories and Possessions",5
15220,1522002,31979,TIW,"Tacoma, WA",WA,53,Washington,93
15221,1522102,35221,TIX,"Titusville, FL",FL,12,Florida,33
15231,1523101,35231,TKE,"Tenakee, AK",AK,2,Alaska,1
15232,1523201,35232,TKF,"Truckee, CA",CA,6,California,91
15236,1523602,35236,TKJ,"Tok, AK",AK,2,Alaska,1
15245,1524502,35245,TLA,"Teller, AK",AK,2,Alaska,1
15249,1524906,35249,TLH,"Tallahassee, FL",FL,12,Florida,33
15250,1525006,35250,TLJ,"Tatalina, AK",AK,2,Alaska,1
15257,1525706,35257,TLT,"Tuluksak, AK",AK,2,Alaska,1
15260,1526006,32467,TMB,"Miami, FL",FL,12,Florida,33
15278,1527802,35278,TNC,"Tin City, AK",AK,2,Alaska,1
15282,1528205,35282,TNK,"Tununak, AK",AK,2,Alaska,1
15293,1529305,35293,TOG,"Togiak, AK",AK,2,Alaska,1
15295,1529503,35165,TOL,"Toledo, OH",OH,39,Ohio,44
15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
15323,1532305,35323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54
15325,1532502,34262,TRM,"Thermal, CA",CA,6,California,91
15342,1534205,35342,TSM,"Taos, NM",NM,35,"New Mexico",86
15346,1534602,31703,TSS,"New York, NY",NY,36,"New York",22
15356,1535602,35356,TTN,"Trenton, NJ",NJ,34,"New Jersey",21
15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73
15374,1537405,35374,TUP,"Tupelo, MS",MS,28,Mississippi,53
15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81
15380,1538005,35380,TVC,"Traverse City, MI",MI,26,Michigan,43
15381,1538102,35381,TVF,"Thief River Falls, MN",MN,27,Minnesota,63
15385,1538502,35385,TWA,"Twin Hills, AK",AK,2,Alaska,1
15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83
15401,1540103,35401,TXK,"Texarkana, AR",AR,5,Arkansas,71
15406,1540602,35406,TYE,"Tyonek, AK",AK,2,Alaska,1
15411,1541106,35411,TYR,"Tyler, TX",TX,48,Texas,74
15412,1541206,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54
15427,1542702,35427,UBF,"Chatham, MA",MA,25,Massachusetts,13
15434,1543402,34262,UDD,"Bermuda Dunes, CA",CA,6,California,91
15447,1544705,35447,UGN,"Waukegan, IL",IL,17,Illinois,41
15448,1544802,34464,UGS,"Ugashik, AK",AK,2,Alaska,1
15454,1545405,35454,UIN,"Quincy, IL",IL,17,Illinois,41
15458,1545802,35458,UKI,"Ukiah, CA",CA,6,California,91
15478,1547802,35478,UNK,"Unalakleet, AK",AK,2,Alaska,1
15481,1548102,35481,UOX,"Oxford, MS",MS,28,Mississippi,53
15498,1549802,35498,UT1,"Heber, UT",UT,49,Utah,87
15504,1550406,35504,UTO,"Utopia, AK",AK,2,Alaska,1
15525,1552501,35525,UXK,"Petaluma, CA",CA,6,California,91
15554,1555402,35554,VAK,"Chevak, AK",AK,2,Alaska,1
15569,1556903,35569,VCT,"Victoria, TX",TX,48,Texas,74
15570,1557002,35570,VCV,"Victorville, CA",CA,6,California,91
15579,1557902,35579,VDZ,"Valdez, AK",AK,2,Alaska,1
15581,1558102,35581,VEE,"Venetie, AK",AK,2,Alaska,1
15582,1558203,35582,VEL,"Vernal, UT",UT,49,Utah,87
15589,1558903,32211,VGT,"Las Vegas, NV",NV,32,Nevada,85
15601,1560102,35601,VIS,"Visalia, CA",CA,6,California,91
15607,1560702,35550,VLD,"Valdosta, GA",GA,13,Georgia,34
15615,1561503,35615,VNC,"Venice, FL",FL,12,Florida,33
15618,1561801,32575,VNY,"Van Nuys, CA",CA,6,California,91
15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33
15626,1562603,35626,VQS,"Vieques, PR",PR,72,"Puerto Rico",3
15628,1562805,35628,VRB,"Vero Beach, FL",FL,12,Florida,33
15709,1570902,35709,WAA,"Wales, AK",AK,2,Alaska,1
15721,1572102,35721,WBB,"Stebbins, AK",AK,2,Alaska,1
15725,1572505,35725,WBQ,"Beaver, AK",AK,2,Alaska,1
15785,1578502,30020,WLK,"Selawik, AK",AK,2,Alaska,1
15794,1579402,35794,WMO,"White Mountain, AK",AK,2,Alaska,1
15798,1579802,35798,WNA,"Napakiak, AK",AK,2,Alaska,1
15841,1584102,35841,WRG,"Wrangell, AK",AK,2,Alaska,1
15853,1585302,35853,WSN,"South Naknek, AK",AK,2,Alaska,1
15855,1585502,35855,WST,"Westerly, RI",RI,44,"Rhode Island",15
15861,1586105,31464,WTK,"Noatak, AK",AK,2,Alaska,1
15862,1586206,35862,WTL,"Tuntutuliak, AK",AK,2,Alaska,1
15887,1588703,35887,WWT,"Newtok, AK",AK,2,Alaska,1
15919,1591905,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71
15973,1597302,35973,XXP,"Lakeport, CA",CA,6,California,91
15991,1599102,35991,YAK,"Yakutat, AK",AK,2,Alaska,1
16091,1609106,31295,YIP,"Detroit, MI",MI,26,Michigan,43
16101,1610102,36101,YKM,"Yakima, WA",WA,53,Washington,93
16218,1621802,33785,YUM,"Yuma, AZ",AZ,4,Arizona,81
16390,1639005,36390,BVU,"Beluga, AK",AK,2,Alaska,1
16441,1644104,36442,CT1,"Plainville, CT",CT,9,Connecticut,11
16520,1652002,36510,DE2,"Middletown, DE",DE,10,Delaware,31
16525,1652502,36515,PA5,"West Chester, PA",PA,42,Pennsylvania,23
16526,1652604,36516,MA4,"Marshfield, MA",MA,25,Massachusetts,13
16540,1654001,36526,ME3,"Belfast, ME",ME,23,Maine,12
16542,1654201,36528,RBW,"Walterboro, SC",SC,45,"South Carolina",37
16567,1656701,36553,7AK,"Akun, AK",AK,2,Alaska,1
16571,1657103,36557,1NY,"Penn Yan, NY",NY,36,"New York",22
16748,1674801,36724,DYL,"Doylestown, PA",PA,42,Pennsylvania,23
16755,1675503,30194,T8X,"Dallas, TX",TX,48,Texas,74
16829,1682901,36801,LNA,"West Palm Beach, FL",FL,12,Florida,33
16869,1686902,32389,XWA,"Williston, ND",ND,38,"North Dakota",66
16879,1687901,36846,T4X,"Llano, TX",TX,48,Texas,74
17011,1701101,35887,6AK,"Newtok, AK",AK,2,Alaska,1
